"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.feedback","Answer.surveycode","Approve","Reject"
"3MQKOF1EE3Q0ME3ZPOSR9R0FPQSWD0","3UL1O09SXALF0PYGEU0L0G0DBBI09E","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:36:00 PDT 2017","5","BatchId:2801003;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:36:00 PDT 2017","","","320DUZ38G8OKEYBLAIFME64OWZAGJ6","A2ZSY0INE5KDFL","Approved","Fri May 12 13:00:02 PDT 2017","Fri May 12 13:15:48 PDT 2017","Tue May 16 13:15:48 PDT 2017","2017-05-16 20:16:24 UTC","","","946","100% (1/1)","0% (0/0)","0% (0/0)","0","This was interesting. Thanks!","9381761"
"3MQKOF1EE3Q0ME3ZPOSR9R0FPQSWD0","3UL1O09SXALF0PYGEU0L0G0DBBI09E","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:36:00 PDT 2017","5","BatchId:2801003;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:36:00 PDT 2017","","","33ISQZVXPQOKP8PAY42H1B6E8NBCCG","A3UQRXQB7BQ9FE","Approved","Fri May 12 13:18:02 PDT 2017","Fri May 12 13:46:56 PDT 2017","Tue May 16 13:46:56 PDT 2017","2017-05-16 20:47:24 UTC","","","1734","100% (1/1)","0% (0/0)","0% (0/0)","0","Are these the only two candidates being considered for the job?","5925212"
"3MQKOF1EE3Q0ME3ZPOSR9R0FPQSWD0","3UL1O09SXALF0PYGEU0L0G0DBBI09E","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:36:00 PDT 2017","5","BatchId:2801003;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:36:00 PDT 2017","","","3L4PIM1GQUI1YDFYCTA1NXXJBCTYRD","A19HQR079PPH11","Approved","Fri May 12 12:45:40 PDT 2017","Fri May 12 13:16:38 PDT 2017","Tue May 16 13:16:38 PDT 2017","2017-05-16 20:17:23 UTC","","","1858","100% (1/1)","0% (0/0)","0% (0/0)","0","None, Thank You","7722373"
"3MQKOF1EE3Q0ME3ZPOSR9R0FPQSWD0","3UL1O09SXALF0PYGEU0L0G0DBBI09E","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:36:00 PDT 2017","5","BatchId:2801003;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:36:00 PDT 2017","","","3NQL1CS15SATRKWFLDFBOUMMWI6YV6","A3S2E0M3MI59QD","Approved","Fri May 12 12:46:03 PDT 2017","Fri May 12 13:03:05 PDT 2017","Tue May 16 13:03:05 PDT 2017","2017-05-16 20:03:25 UTC","","","1022","100% (1/1)","0% (0/0)","0% (0/0)","0","No","5098132"
"3MQKOF1EE3Q0ME3ZPOSR9R0FPQSWD0","3UL1O09SXALF0PYGEU0L0G0DBBI09E","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:36:00 PDT 2017","5","BatchId:2801003;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:36:00 PDT 2017","","","3QIYRE09Y4JJT9C37XMB0QHZ3UW1NV","A34CI6L67PH4L8","Approved","Fri May 12 12:47:00 PDT 2017","Fri May 12 12:57:02 PDT 2017","Tue May 16 12:57:02 PDT 2017","2017-05-16 19:57:25 UTC","","","602","100% (1/1)","0% (0/0)","0% (0/0)","0","No","3217818"
"3X52SWXE0Y7QHMXLPSXGPLIX4QGWC0","3UL1O09SXALF0PYGEU0L0G0DBBI09E","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:36:00 PDT 2017","5","BatchId:2801003;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:36:00 PDT 2017","","","339ANSOTR64TL9NYIRF10XHHQ11KI0","A16UGMC1682375","Approved","Fri May 12 12:44:54 PDT 2017","Fri May 12 13:30:30 PDT 2017","Tue May 16 13:30:30 PDT 2017","2017-05-16 20:31:23 UTC","","","2736","100% (1/1)","0% (0/0)","0% (0/0)","0","n/a","2074467"
"3X52SWXE0Y7QHMXLPSXGPLIX4QGWC0","3UL1O09SXALF0PYGEU0L0G0DBBI09E","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:36:00 PDT 2017","5","BatchId:2801003;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:36:00 PDT 2017","","","3A0EX8ZRN9QEI6Y9GWOBNISFTQAYBK","A3F4W3EOIGOIBG","Approved","Fri May 12 16:33:21 PDT 2017","Fri May 12 16:56:46 PDT 2017","Tue May 16 16:56:46 PDT 2017","2017-05-16 23:57:23 UTC","","","1405","100% (1/1)","0% (0/0)","0% (0/0)","0","No comments.","3840386"
"3X52SWXE0Y7QHMXLPSXGPLIX4QGWC0","3UL1O09SXALF0PYGEU0L0G0DBBI09E","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:36:00 PDT 2017","5","BatchId:2801003;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:36:00 PDT 2017","","","3ERET4BTVNB0A8UVEX9ON4IE7BJK9M","A31HZ2827V1SAH","Approved","Fri May 12 13:38:00 PDT 2017","Fri May 12 13:57:19 PDT 2017","Tue May 16 13:57:19 PDT 2017","2017-05-16 20:57:25 UTC","","","1159","100% (1/1)","0% (0/0)","0% (0/0)","0","NONE","1546568"
"3X52SWXE0Y7QHMXLPSXGPLIX4QGWC0","3UL1O09SXALF0PYGEU0L0G0DBBI09E","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:36:00 PDT 2017","5","BatchId:2801003;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:36:00 PDT 2017","","","3GM6G9ZBKOZEKB3CXFRLTHBUQNCTMV","A1V9K9L46WR7JD","Approved","Fri May 12 12:43:57 PDT 2017","Fri May 12 13:02:28 PDT 2017","Tue May 16 13:02:28 PDT 2017","2017-05-16 20:03:23 UTC","","","1111","100% (1/1)","0% (0/0)","0% (0/0)","0","None","5857447"
"3X52SWXE0Y7QHMXLPSXGPLIX4QGWC0","3UL1O09SXALF0PYGEU0L0G0DBBI09E","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 12:36:00 PDT 2017","5","BatchId:2801003;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 12:36:00 PDT 2017","","","3JPSL1DZ5T1FNXP33GF4BRA27O2ANS","A29SYT4D4C2WEO","Approved","Fri May 12 12:56:47 PDT 2017","Fri May 12 13:09:54 PDT 2017","Tue May 16 13:09:54 PDT 2017","2017-05-16 20:10:29 UTC","","","787","100% (1/1)","0% (0/0)","0% (0/0)","0","none","5364675"
