"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filler","Answer.feedback","Answer.surveycode","Approve","Reject"
"385MDVINFDHDP03RZKE2CPVSUBWJWA","3GWVV0PYXZKR9UN07XHIB19JTH7MZQ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 14:50:47 PDT 2017","5","BatchId:2801179;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 14:50:47 PDT 2017","","","33NF62TLXK4PGK740901CYWH3G1JKM","A3VVMNOOEFGXYT","Approved","Fri May 12 14:54:37 PDT 2017","Fri May 12 15:23:25 PDT 2017","Tue May 16 15:23:25 PDT 2017","2017-05-16 22:23:33 UTC","","","1728","100% (1/1)","0% (0/0)","0% (0/0)","0","No I do not.","4537319"
"385MDVINFDHDP03RZKE2CPVSUBWJWA","3GWVV0PYXZKR9UN07XHIB19JTH7MZQ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 14:50:47 PDT 2017","5","BatchId:2801179;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 14:50:47 PDT 2017","","","35USIKEBNSIE0VD0D3YSVM8GB5NN6Q","AXCUYATVIWDAU","Approved","Fri May 12 15:06:54 PDT 2017","Fri May 12 15:35:38 PDT 2017","Tue May 16 15:35:38 PDT 2017","2017-05-16 22:36:23 UTC","","","1724","100% (1/1)","0% (0/0)","0% (0/0)","0","This survey was very pleasant to take. I enjoyed it","5217727"
"385MDVINFDHDP03RZKE2CPVSUBWJWA","3GWVV0PYXZKR9UN07XHIB19JTH7MZQ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 14:50:47 PDT 2017","5","BatchId:2801179;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 14:50:47 PDT 2017","","","3L70J4KAZHO61LYQEM11FMY8TKADAN","AS364E3TJ7P1Y","Approved","Fri May 12 14:58:12 PDT 2017","Fri May 12 15:27:09 PDT 2017","Tue May 16 15:27:09 PDT 2017","2017-05-16 22:27:29 UTC","","","1737","100% (1/1)","0% (0/0)","0% (0/0)","0","NA","4127675"
"385MDVINFDHDP03RZKE2CPVSUBWJWA","3GWVV0PYXZKR9UN07XHIB19JTH7MZQ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 14:50:47 PDT 2017","5","BatchId:2801179;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 14:50:47 PDT 2017","","","3PJUZCGDJ7IGF7SU58CLXZ9NCBX89Z","A299BVNVOPPB3E","Approved","Fri May 12 15:13:35 PDT 2017","Fri May 12 15:36:48 PDT 2017","Tue May 16 15:36:48 PDT 2017","2017-05-16 22:37:26 UTC","","","1393","100% (1/1)","0% (0/0)","0% (0/0)","0","None","6603630"
"385MDVINFDHDP03RZKE2CPVSUBWJWA","3GWVV0PYXZKR9UN07XHIB19JTH7MZQ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 14:50:47 PDT 2017","5","BatchId:2801179;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 14:50:47 PDT 2017","","","3TYCR1GOTDLQ05UQ3VFOFSXMBEJLZC","A27DYHT7ZQGQ34","Approved","Fri May 12 14:59:42 PDT 2017","Fri May 12 15:13:24 PDT 2017","Tue May 16 15:13:24 PDT 2017","2017-05-16 22:13:31 UTC","","","822","100% (1/1)","0% (0/0)","0% (0/0)","0","{}","5709820"
"3K2CEDRACC3BYR5I7CMJ5XGAUB9TMY","3GWVV0PYXZKR9UN07XHIB19JTH7MZQ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 14:50:47 PDT 2017","5","BatchId:2801179;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 14:50:47 PDT 2017","","","30BXRYBRP5ZKKE6V1NGJOWAXDV8WHS","A5N0PNY54MY43","Approved","Fri May 12 15:14:56 PDT 2017","Fri May 12 15:29:20 PDT 2017","Tue May 16 15:29:20 PDT 2017","2017-05-16 22:29:29 UTC","","","864","100% (1/1)","0% (0/0)","0% (0/0)","0","This is the only survey i did that paid the accurate amount for the amount of work done.  Thank you.","1994468"
"3K2CEDRACC3BYR5I7CMJ5XGAUB9TMY","3GWVV0PYXZKR9UN07XHIB19JTH7MZQ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 14:50:47 PDT 2017","5","BatchId:2801179;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 14:50:47 PDT 2017","","","32AT8R96GMBWIJV6HHDHAMW21QDSU9","AIY7MX2946DEM","Approved","Fri May 12 15:07:33 PDT 2017","Fri May 12 15:23:11 PDT 2017","Tue May 16 15:23:11 PDT 2017","2017-05-16 22:23:30 UTC","","","938","100% (1/1)","0% (0/0)","0% (0/0)","0","No","9690549"
"3K2CEDRACC3BYR5I7CMJ5XGAUB9TMY","3GWVV0PYXZKR9UN07XHIB19JTH7MZQ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 14:50:47 PDT 2017","5","BatchId:2801179;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 14:50:47 PDT 2017","","","33M4IA01QH3CY8PO7XOZ4JQA969XRG","A9TLITFEC2KQM","Approved","Fri May 12 14:51:58 PDT 2017","Fri May 12 15:06:54 PDT 2017","Tue May 16 15:06:54 PDT 2017","2017-05-16 22:07:26 UTC","","","896","100% (1/1)","0% (0/0)","0% (0/0)","0","none","2814999"
"3K2CEDRACC3BYR5I7CMJ5XGAUB9TMY","3GWVV0PYXZKR9UN07XHIB19JTH7MZQ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 14:50:47 PDT 2017","5","BatchId:2801179;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 14:50:47 PDT 2017","","","3WLEIWSYHPJY8Y8ON3RC0PU89OB2HE","A29I5NLCMTT7TP","Approved","Fri May 12 14:58:00 PDT 2017","Fri May 12 15:42:11 PDT 2017","Tue May 16 15:42:11 PDT 2017","2017-05-16 22:42:31 UTC","","","2651","100% (1/1)","0% (0/0)","0% (0/0)","0","It was very interesting!","8559463"
"3K2CEDRACC3BYR5I7CMJ5XGAUB9TMY","3GWVV0PYXZKR9UN07XHIB19JTH7MZQ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 14:50:47 PDT 2017","5","BatchId:2801179;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 14:50:47 PDT 2017","","","3XXU1SWE8NXC21XW2AD60FEPZV30AJ","A1RW6RIF1MT2YT","Approved","Fri May 12 15:08:02 PDT 2017","Fri May 12 15:32:03 PDT 2017","Tue May 16 15:32:03 PDT 2017","2017-05-16 22:32:29 UTC","","","1441","100% (1/1)","0% (0/0)","0% (0/0)","0","I recommended both Sarah Berk and Allison Boyle however if there was only one position to to fill then I would prefer Allison Boyle.","1991588"
"39O0SQZVJO9FX9L3ZHFZM0I2B1HR78","3GWVV0PYXZKR9UN07XHIB19JTH7MZQ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 14:50:47 PDT 2017","5","BatchId:2801179;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 14:50:47 PDT 2017","","","33M4IA01QH3CY8PO7XOZ4JQA96JRXK","A2SWEY9MREX1CM","Approved","Fri May 12 16:38:50 PDT 2017","Fri May 12 17:08:30 PDT 2017","Tue May 16 17:08:30 PDT 2017","2017-05-17 00:09:23 UTC","","","1780","100% (1/1)","0% (0/0)","0% (0/0)","0","I really enjoyed doing this task.","4313340"
"39O0SQZVJO9FX9L3ZHFZM0I2B1HR78","3GWVV0PYXZKR9UN07XHIB19JTH7MZQ","Evaluate management consulting job candidate resumes","Evaluate management consulting job applicant resumes.","management, consulting, jobs","$3.00","Fri May 12 14:50:47 PDT 2017","5","BatchId:2801179;OriginalHitTemplateId:920937340;","10800","345600","Mon May 15 14:50:47 PDT 2017","","","3B3WTRP3DC45TSQ5PR3KN8WKQB329O","A38XKE52C3INMM","Approved","Fri May 12 14:58:00 PDT 2017","Fri May 12 15:16:07 PDT 2017","Tue May 16 15:16:07 PDT 2017","2017-05-16 22:16:29 UTC","","","1087","100% (1/1)","0% (0/0)","0% (0/0)","0","No","2087889"
